rank,feature,coefficient,abs_importance
80,categorical__order_city_Petapa,-0.5303443059419665,0.5303443059419665
81,categorical__order_city_Praga,-0.5243899538949368,0.5243899538949368
82,categorical__order_city_Miami,-0.5241518664286132,0.5241518664286132
83,categorical__order_city_Algiers,-0.5189649706022507,0.5189649706022507
84,categorical__order_city_Leeds,0.5160077553679214,0.5160077553679214
85,categorical__order_city_Newark,0.5152380352830171,0.5152380352830171
86,categorical__department_name_Footwear,0.5151985717188612,0.5151985717188612
87,categorical__order_city_Manzanillo,-0.5145342000548287,0.5145342000548287
88,categorical__order_city_Seattle,-0.5080028280947094,0.5080028280947094
89,categorical__order_city_Accra,0.5025036992524116,0.5025036992524116
90,categorical__order_city_Mexicali,0.5013445237401342,0.5013445237401342
91,categorical__order_city_Helsinki,0.49943094265047255,0.49943094265047255
92,categorical__shipping_mode_Second Class,0.4960589888080144,0.4960589888080144
93,categorical__product_id_135,-0.4917990831704157,0.4917990831704157
94,categorical__order_city_Arlington,0.4873148654438745,0.4873148654438745
95,categorical__product_id_276,-0.4869146954151639,0.4869146954151639
96,categorical__order_country_Rusia,-0.4865245580249568,0.4865245580249568
97,categorical__order_city_Warsaw,-0.4847480828435556,0.4847480828435556
98,categorical__order_city_Richmond,0.48012042777408376,0.48012042777408376
99,categorical__order_city_Paris,-0.47794600182050573,0.47794600182050573
100,categorical__order_city_Tlaquepaque,-0.4755296223288613,0.4755296223288613
101,categorical__order_country_Reino Unido,-0.46226709918424913,0.46226709918424913
102,categorical__order_country_Tanzania,0.45956573532109635,0.45956573532109635
103,categorical__order_city_San Antonio,0.45714964734221797,0.45714964734221797
104,categorical__order_city_Cancún,0.4558178036986062,0.4558178036986062
105,categorical__order_city_David,-0.4524075087625835,0.4524075087625835
106,categorical__order_city_Essen,-0.44662696114350947,0.44662696114350947
107,categorical__order_country_Hungría,0.44101970158283643,0.44101970158283643
108,categorical__order_country_Bulgaria,-0.4377298599947339,0.4377298599947339
109,categorical__order_region_Oceania,-0.43614470429982766,0.43614470429982766
110,categorical__order_city_Southend-on-Sea,0.4358026130447221,0.4358026130447221
111,categorical__order_city_Delhi,-0.43551980174380817,0.43551980174380817
112,categorical__order_country_Venezuela,0.4291601180154962,0.4291601180154962
113,categorical__order_city_Villa Canales,-0.42915618296621055,0.42915618296621055
114,categorical__order_city_Suzhou,0.42793635595538304,0.42793635595538304
115,categorical__order_country_Perú,0.4260129795093607,0.4260129795093607
116,categorical__order_city_Medellín,-0.4258250966529841,0.4258250966529841
117,categorical__order_country_Chile,0.4227224240238348,0.4227224240238348
118,categorical__order_city_Strasbourg,-0.42104266517608885,0.42104266517608885
119,categorical__category_name_Cardio Equipment,-0.4208505505542868,0.4208505505542868
120,categorical__order_city_Tlalnepantla,-0.4204322696257742,0.4204322696257742
121,categorical__order_country_Irlanda,0.41968856068814286,0.41968856068814286
122,categorical__order_region_West Africa,-0.417441110148935,0.417441110148935
123,numerical__days_shipping_scheduled,-0.4134781905114071,0.4134781905114071
124,categorical__order_country_Bolivia,0.4122518760693017,0.4122518760693017
125,categorical__order_city_Denver,0.41164843799704426,0.41164843799704426
126,categorical__product_id_567,0.41002953220065824,0.41002953220065824
127,categorical__order_city_Birmingham,-0.40504173533959503,0.40504173533959503
128,categorical__order_country_Costa de Marfil,-0.4014729583103472,0.4014729583103472
129,categorical__product_id_44,-0.3975749835747436,0.3975749835747436
130,categorical__order_city_Bandung,0.3954899913872964,0.3954899913872964
131,categorical__order_city_Los Mochis,-0.3917775940982828,0.3917775940982828
132,categorical__order_city_Luoyang,0.3895166735709635,0.3895166735709635
133,categorical__order_city_Austin,-0.38827852774434773,0.38827852774434773
134,categorical__product_id_775,0.38791722280288576,0.38791722280288576
135,categorical__order_city_Mulhouse,0.38123543138435445,0.38123543138435445
136,categorical__product_id_825,0.38037099977456895,0.38037099977456895
137,categorical__order_city_Chinandega,-0.37965553683516323,0.37965553683516323
138,categorical__order_city_Cienfuegos,0.37778114853165,0.37778114853165
139,categorical__order_city_Medan,0.37420043655498947,0.37420043655498947
140,categorical__order_city_Surabaya,-0.37304698917252727,0.37304698917252727
141,categorical__order_city_Daca,0.3725382384517039,0.3725382384517039
142,categorical__order_country_Mozambique,0.3710015540324165,0.3710015540324165
